Company,Industry,Short Description (< 5 words),Title,Technology,Tag,Year,Link
Cloudflare,Tech,Detect bot attacks,Using machine learning to detect bot attacks that leverage residential proxies,Predictive ML,software ops,2024,https://blog.cloudflare.com/residential-proxy-bot-detection-using-machine-learning
Feedzai,Fintech and banking,Detect payment fraud,Building Trust in a Digital World: The Role of Machine Learning in Behavioral Biometrics,Predictive ML,fraud detection,2024,https://medium.com/feedzaitech/building-trust-in-a-digital-world-the-role-of-machine-learning-in-behavioral-biometrics-bb0da913d95a
Wix,Tech,Improve income forecasting,Real-World Forecasting with Deep Learning: How We Do It at Wix,Predictive ML,demand forecasting,2024,https://www.wix.engineering/post/real-world-forecasting-with-deep-learning-how-we-do-it-at-wix
Target,E-commerce and retail,Recommend products typically bought together ,Bundled Product Recommendations,Predictive ML,recommender system,2024,https://tech.target.com/blog/bundled-product-recommendations
Goldman Sachs,Fintech and banking,Improve change request titles ,Using NLP to Purposefully Articulate Software Changes,NLP,software ops,2024,https://developer.gs.com/blog/posts/using-nlp-to-purposefully-articulate-software-changes
Zectonal,Tech,Multimodal data quality monitoring,Why We Built Our AI Agentic Framework in Rust From the Ground Up,AI agents,data analytics,2024,https://zectonal.medium.com/why-we-built-our-ai-agentic-framework-in-rust-from-the-ground-up-9a3076af8278
Snorkel,Tech,Create ML training datasets,How does the Snorkel Flow label model work?,Predictive ML,"ops,data analytics",2024,https://snorkel.ai/blog/how-does-the-snorkel-flow-label-model-work/
Doctolib,Tech,Improve customer support,(Part 1) From Retrieval Augmented Generation (RAG) to Agents : Doctolib’s journey to revolutionize Customer Care,AI agents,customer support,2024,https://medium.com/doctolib/part-1-from-retrieval-augmented-generation-rag-to-agents-doctolibs-journey-to-revolutionize-d34610eeb550
Agoda,"Travel,E-commerce and retail",Property booking chatbot,Building Agoda’s Property Bot: How We Cut Response Time from 8 Hours to Seconds,Generative AI & LLM,"chatbot,customer support",2024,https://medium.com/agoda-engineering/how-we-built-agodas-property-ama-bot-to-simplify-travel-decisions-b861c7ec7ff1
Careem,Delivery and mobility,Detect user duplicate accounts,Facial recognition to detect duplicate Captain accounts,CV,fraud detection,2024,https://engineering.careem.com/tech/posts/using-facial-recognition-technology-fraud-detection
Doctolib,Tech,Improve customer support,(Part 2) From RAG to Agents : Doctolib’s journey to revolutionize Customer Care,AI agents,customer support,2024,https://medium.com/doctolib/part-2-from-rag-to-agents-doctolibs-journey-to-revolutionize-customer-care-6b14da40f5ae
Toqan,Tech,Natural language questions to SQL,Hundreds of Users Love Our Data Analyst AI Agent,AI agents,"ops,data analytics",2024,https://www.youtube.com/watch?v=gLuSbnMctfs
Tokyo Electron,Tech,Optimize manufacturing process,Using Small Specialist Agents to Solve Complex Issues in Semiconductor Manufacturing Processes,AI agents,ops,2024,https://www.youtube.com/watch?v=gcJy0i20yzk
Quora,Social platforms,Improve search quality,Building Embedding Search at Quora,Predictive ML,search,2024,https://quoraengineering.quora.com/Building-Embedding-Search-at-Quora
Coupang,E-commerce and retail,Run LLM systems in production,Accelerating Coupang’s AI Journey with LLMs,Generative AI & LLM,search,2024,https://medium.com/coupang-engineering/accelerating-coupangs-ai-journey-with-llms-2817d55004d3
Faire,E-commerce and retail,Automated code reviews,Automated code reviews with LLMs,Generative AI & LLM,code generation / review,2024,https://craft.faire.com/automated-code-reviews-with-llms-cf2cc51bb6d3
Etsy,E-commerce and retail,Personalize ads in real time,Leveraging Real-Time User Actions to Personalize Etsy Ads,Predictive ML,"product feature,ad ranking / targeting",2023,https://www.etsy.com/uk/codeascraft/leveraging-real-time-user-actions-to-personalize-etsy-ads
Walmart,E-commerce and retail,Resolve entities and detect relationships,Exploring an Entity Resolution Framework Across Various Use Cases,Predictive ML,"ops,item classification",2023,https://medium.com/walmartglobaltech/exploring-an-entity-resolution-framework-across-various-use-cases-cb172632e4ae
Autotrader,E-commerce and retail,Predicting advertising performance,Demonstrating the Value of our Packages,Predictive ML,ad ranking / targeting,2023,https://engineering.autotrader.co.uk/2023/03/24/demonstrating-the-value-of-our-advertising-packages.html
Plaid,Fintech and banking,Verify a potential borrower's income,"How we use machine learning to power accurate, real-time income verification",Predictive ML,"ops,lead scoring",2023,https://plaid.com/blog/machine-learning-income-verification/
Canva,Tech,Automatically manage ad bids,End-to-end Keyword Bidding for Apple Search Ads,Predictive ML,ad ranking / targeting,2023,https://www.canva.dev/blog/engineering/end-to-end-asa-keyword-bidding/
Canva,Tech,Recognize hand-drawn shapes,Ship Shape,CV,product feature,2023,https://www.canva.dev/blog/engineering/ship-shape/
Binance,Fintech and banking,Monitor fraudulent activity,Why and How We Use Real-Time Machine Learning to Monitor Fraudulent Activity at Binance,Predictive ML,"ops,fraud detection",2023,https://www.binance.com/en/blog/tech/7972341655591522254
Etsy,E-commerce and retail,Show relevant ads,Leveraging Real-Time User Actions to Personalize Etsy Ads,Predictive ML,ad ranking / targeting,2023,https://arxiv.org/pdf/2302.01255.pdf
Etsy,E-commerce and retail,Search by image,From Image Classification to Multitask Modeling: Building Etsy’s Search by Image Feature,CV,search,2023,https://www.etsy.com/codeascraft/from-image-classification-to-multitask-modeling-building-etsys-search-by-image-feature
TomTom,Tech,Overview of generative AI use cases,Generative AI Journey at TomTom,Generative AI & LLM,ops,2023,https://engineering.tomtom.com/GenAI-journey/
Stitch Fix,E-commerce and retail,Personalize styling recommendations,Accelerating AI: Implementing Multi-GPU Distributed Training for Personalized Recommendations,Predictive ML,"ops,recommender system",2023,https://multithreaded.stitchfix.com/blog/2023/06/08/distributed-model-training/
Stitch Fix,E-commerce and retail,Generate ad headlines and product descriptions,A New Era of Creativity: Expert-in-the-loop Generative AI at Stitch Fix,Generative AI & LLM,content personalization,2023,https://multithreaded.stitchfix.com/blog/2023/03/06/expert-in-the-loop-generative-ai-at-stitch-fix/
Vinted,E-commerce and retail,Personalize fashion recommendations,Adopting the Vespa search engine for serving personalized second-hand fashion recommendations at Vinted,Predictive ML,recommender system,2023,https://vinted.engineering/2023/10/09/adopting-vespa-for-recommendation-retrieval/
Zillow,E-commerce and retail,Identify and block unwanted callers,SpectroBrain: Detecting Phone Spam with Semi-Supervised Learning,Predictive ML,spam / content moderation,2023,https://www.zillow.com/tech/spectrobrain-detecting-phone-spam-with-semi-supervised-learning/
Nubank,Fintech and banking,Automatically route customer phone calls,"Presenting Precog, Nubank’s Real Time Event AI",Predictive ML,product feature,2023,https://building.nubank.com.br/presenting-precog-nubanks-real-time-event-ai/
Expedia,"Travel,E-commerce and retail",Alert users about optimal deals,Increasing Travelers’ Engagement Through Price Alerts,Predictive ML,"pricing,content personalization",2023,https://medium.com/expedia-group-tech/increasing-travelers-engagement-through-relevant-price-alerts-at-expedia-group-75aa6a377864
Canva,Tech,Suggest keywords to label content,Deep Learning for Infinite (Multi-Lingual) Keywords,Predictive ML,search,2023,https://www.canva.dev/blog/engineering/deep-learning-for-infinite-multi-lingual-keywords/
Expedia,"Travel,E-commerce and retail",Forecast flight prices,Using Synthetic Search Data for Flights Price Forecasting,Predictive ML,"pricing,ops",2023,https://medium.com/expedia-group-tech/using-synthetic-search-data-for-flights-price-forecasting-4cf3277afdaf
Expedia,"Travel,E-commerce and retail",Suggest diverse travel recommendations,Generating Diverse Travel Recommendations,Predictive ML,recommender system,2023,https://medium.com/expedia-group-tech/generating-diverse-travel-recommendations-76688f49c812
Expedia,"Travel,E-commerce and retail",Predict Customer Lifetime Value (CLV),Expedia Group’s Customer Lifetime Value Prediction Model,Predictive ML,propensity to buy,2023,https://medium.com/expedia-group-tech/expedia-groups-customer-lifetime-value-prediction-model-7927cdd44342
Netflix,Media and streaming,Detect speech and music in audio,Detecting Speech and Music in Audio Content,Predictive ML,product feature,2023,https://netflixtechblog.com/detecting-speech-and-music-in-audio-content-afd64e6a5bf8
Netflix,Media and streaming,Personalize video clips,The Next Step in Personalization: Dynamic Sizzles,Predictive ML,"content personalization,product feature",2023,https://netflixtechblog.com/the-next-step-in-personalization-dynamic-sizzles-4dc4ce2011ef
Netflix,Media and streaming,In-video search,Building In-Video Search,Predictive ML,search,2023,https://netflixtechblog.com/building-in-video-search-936766f0017c
Wayfair,E-commerce and retail,"Detect account-hopping fraud
",Preventing Policy Abuse with Graph Neural Networks,Predictive ML,fraud detection,2023,https://www.aboutwayfair.com/careers/tech-blog/preventing-policy-abuse-with-graph-neural-networks
Instacart,Delivery and mobility,Predict availability of food items,How Instacart Modernized the Prediction of Real Time Availability for Hundreds of Millions of Items While Saving Costs,Predictive ML,demand forecasting,2023,https://tech.instacart.com/how-instacart-modernized-the-prediction-of-real-time-availability-for-hundreds-of-millions-of-items-59b2a82c89fe
Instacart,Delivery and mobility,Predict availability of food items,Instacart’s Item Availability Architecture: Solving for scale and consistency,Predictive ML,demand forecasting,2023,https://tech.instacart.com/instacarts-item-availability-architecture-solving-for-scale-and-consistency-f5661acb20a6
Swiggy,Delivery and mobility,Сonversational and open-ended search,Swiggy’s Generative AI Journey: A Peek Into the Future,Generative AI & LLM,search,2023,https://bytes.swiggy.com/swiggys-generative-ai-journey-a-peek-into-the-future-2193c7166d9a
Meta,Social platforms,Translate and transcribe across speech and text,Bringing the world closer together with a foundational multimodal model for speech translation,NLP,product feature,2023,https://ai.meta.com/blog/seamless-m4t/
Meta,Social platforms,Generate code with LLM,"Introducing Code Llama, a state-of-the-art large language model for coding",Generative AI & LLM,code generation / review,2023,https://ai.meta.com/blog/code-llama-large-language-model-coding/
Nextdoor,Social platforms,Generate engaging email subject lines,Let AI Entertain You: Increasing User Engagement with Generative AI and Rejection Sampling,Generative AI & LLM,content personalization,2023,https://engblog.nextdoor.com/let-ai-entertain-you-increasing-user-engagement-with-generative-ai-and-rejection-sampling-50a402264f56
Grammarly,Tech,Suggest gender-inclusive grammatical error corrections,Improving the Performance of NLP Systems on the Gender-Neutral “They”,NLP,content personalization,2023,https://arxiv.org/abs/2306.07415
Algolia,Tech,Suggest relevant search queries,Feature Spotlight: Query Suggestions,Predictive ML,"search,product feature",2023,https://www.algolia.com/blog/product/feature-spotlight-query-suggestions/
BlaBlaCar,Delivery and mobility,Predict car booking confirmation,How BlaBlaCar leverages machine learning to match passengers and drivers - Part 2,Predictive ML,product feature,2023,https://medium.com/blablacar/how-blablacar-leverages-machine-learning-to-match-passengers-and-drivers-part-2-5c69c7dd5105
BlaBlaCar,Delivery and mobility,Predict car booking confirmation,How BlaBlaCar leverages machine learning to match passengers and drivers - Part 1,Predictive ML,product feature,2023,https://medium.com/blablacar/how-blablacar-matches-passengers-and-drivers-with-machine-learning-1cf151451f
Pinterest,Social platforms,Serve relevant content recommendations,Deep Multi-task Learning and Real-time Personalization for Closeup Recommendations,Predictive ML,"product feature,recommender system",2023,https://medium.com/pinterest-engineering/deep-multi-task-learning-and-real-time-personalization-for-closeup-recommendations-1030edfe445f
Rovio,Gaming,Personalize game experience for individual players,MLOps at Rovio for Personalization Self Service Reinforcement Learning in Production,Predictive ML,"content personalization,product feature",2023,https://www.youtube.com/watch?v=_Rqo6nooKKE
"
Kingfisher Technology",E-commerce and retail,Analyze key themes in customer surveys,Uncovering Hidden Insights in Customer Feedback,NLP,item classification,2023,https://medium.com/kingfisher-technology/uncovering-hidden-insights-in-customer-feedback-824daa16fa37
Whatnot,E-commerce and retail,Improve user search experience,Enhancing Search Using Large Language Models,Generative AI & LLM,search,2023,https://medium.com/whatnot-engineering/enhancing-search-using-large-language-models-f9dcb988bdb9
Linkedin,Social platforms,Detect harmful content ,Augmenting our content moderation efforts through machine learning and dynamic content prioritization,Predictive ML,spam / content moderation,2023,https://engineering.linkedin.com/blog/2023/augmenting-our-content-moderation-efforts-through-machine-learni
GitHub,Tech,Assist in coding tasks,How we’re experimenting with LLMs to evolve GitHub Copilot,Generative AI & LLM,product feature,2023,https://github.blog/2023-12-06-how-were-experimenting-with-llms-to-evolve-github-copilot/
Haleon,Manufacturing,Optimize operations in toothpaste manufacturing,FastDTW in Action: Optimising Manufacturing Operations,Predictive ML,ops,2023,https://medium.com/trusted-data-science-haleon/fastdtw-in-action-optimizing-manufacturing-operations-c07f3cc5023c
Haleon,Manufacturing,Analyze consumer feedback,Deriving insights from customer queries on Haleon brands,NLP,item classification,2023,https://medium.com/trusted-data-science-haleon/deriving-insights-from-customer-queries-on-haleon-brands-86f7e01b912c
Haleon,Manufacturing,Optimize marketing spending ROI,Using Reinforcement Learning to track marketing spend,Predictive ML,"ops,data analytics",2023,https://medium.com/trusted-data-science-haleon/using-reinforcement-learning-to-track-marketing-spend-db67e843476b
Coinbase,Fintech and banking,Predict potential fraudulent transactions,Detecting Fraudulent Transactions: Coinbase Scalable Blockchain Address Risk Scoring System,Predictive ML,fraud detection,2023,https://www.coinbase.com/blog/detecting-fraudulent-transactions-coinbase-scalable-blockchain-address-risk
Haleon,Manufacturing,Organize and manage company media assets,Employing Computer Vision in Digital Asset Management (Part 1),CV,ops,2023,https://medium.com/trusted-data-science-haleon/employing-computer-vision-in-digital-asset-management-207d21a68d9
Haleon,Manufacturing,Organize and manage company media assets,Employing Computer Vision in Digital Asset Management (Part 2),CV,ops,2023,https://medium.com/trusted-data-science-haleon/employing-computer-vision-in-digital-asset-management-part-ii-c0f38e9df642
Intercom,Tech,Building customer support chatbots with LLM,Building SaaS Products with LLMs at Intercom,Generative AI & LLM,customer support,2023,https://www.youtube.com/watch?v=VTrJqRfJ5gk
Linkedin,Social platforms,Extract skill information from texts,Extracting skills from content to fuel the LinkedIn Skills Graph,Generative AI & LLM,item classification,2023,https://engineering.linkedin.com/blog/2023/extracting-skills-from-content-to-fuel-the-linkedin-skills-graph
Cars24,E-commerce and retail,Serve personalized car listings,Personalized buyer listings at CARS24 — an overview,Predictive ML,search,2023,https://medium.com/cars24-data-science-blog/personalized-buyer-listings-at-cars24-an-overview-83d8428bd7d9
Cars24,E-commerce and retail,Detect engine issues with sound analysis ,Engine assessment @CARS24 : Sound analysis using Signal Processing & CNN,Predictive ML,ops,2023,https://medium.com/cars24-data-science-blog/engine-assessment-cars24-sound-analysis-using-signal-processing-cnn-c08f98d0b694
Cars24,E-commerce and retail,Optimize car listing price ,ML driven dynamic pricing @ CARS24 — Part 1,Predictive ML,pricing,2023,https://medium.com/cars24-data-science-blog/how-cars24-uses-machine-learning-for-dynamic-pricing-of-used-cars-part-1-51fee52860d1
Instacart,Delivery and mobility,Prompt techniques for LLM-powered productivity tooling,"Monte Carlo, Puppetry and Laughter: The Unexpected Joys of Prompt Engineering",Generative AI & LLM,ops,2023,https://tech.instacart.com/monte-carlo-puppetry-and-laughter-the-unexpected-joys-of-prompt-engineering-4b9272e0c4eb
Digits,Fintech and banking,Suggest questions about banking transactions,ChatGPT for Accounting: How Digits is using Generative Machine Learning to transform finance,Generative AI & LLM,data analytics,2023,https://digits.com/developer/posts/assisting-accountants-with-generative-machine-learning/
Digits,Fintech and banking,Spots inconsistencies in ledgers,Assisting Accountants with Similarity-based Machine Learning,NLP,product feature,2023,https://digits.com/developer/posts/assisting-accountants-with-similarity-based-machine-learning/
Linkedin,Social platforms,Detect content violating platform's policy,Enhancing Content Review: Proactively addressing threats with AutoML,Predictive ML,spam / content moderation,2023,https://engineering.linkedin.com/blog/2023/enhancing-content-review--proactively-addressing-threats-with-au
Anyscale,Tech,Build RAG-based AI assistant,[VIDEO] Developing and Serving RAG-Based LLM Applications in Production,RAG,product feature,2023,https://www.youtube.com/watch?v=YO9jYy-HIRY
Doordash,Delivery and mobility,Personalize digital retail store page,Personalizing the DoorDash Retail Store Page Experience,Predictive ML,recommender system,2023,https://doordash.engineering/2023/12/12/personalizing-the-doordash-retail-store-page-experience/
SumUp,Fintech and banking,Generate financial crime report narratives,Evaluating the performance of an LLM application that generates free-text narratives in the context of financial crime,Generative AI & LLM,data analytics,2023,https://medium.com/inside-sumup/evaluating-the-performance-of-an-llm-application-that-generates-free-text-narratives-in-the-context-c402a0136518
Leboncoin,E-commerce and retail,Display ads relevant to users' queries,Serving Large Language Models to improve Search Relevance at leboncoin,Generative AI & LLM,ad ranking / targeting,2023,https://medium.com/leboncoin-tech-blog/serving-large-language-models-to-improve-search-relevance-at-leboncoin-2a364e5b6f76
ZipRecruiter,Tech,Match job-seekers with jobs,Multimodal Learning for Employment Marketplace Recommendation,Predictive ML,"recommender system,HR tasks",2023,https://medium.com/ziprecruiter-tech/multimodal-learning-for-employment-marketplace-recommendation-ee67bdbede53
Duolingo,Tech,Generate content for lessons,How Duolingo uses AI to create lessons faster,Generative AI & LLM,content personalization,2023,https://blog.duolingo.com/large-language-model-duolingo-lessons/
Harvard,Education,Build AI teaching assistant,An AI Professor at Harvard: ChatLTV,RAG,"chatbot,product feature",2023,https://www.linkedin.com/pulse/ai-professor-harvard-chatltv-jeffrey-bussgang-oiaie/
Microsoft / GitHub,Tech,Pain points of building product copilots,"Building Your Own Product Copilot: Challenges, Opportunities, and Needs",Generative AI & LLM,product feature,2023,https://arxiv.org/abs/2312.14231
Swiggy,Delivery and mobility,Insights on adopting CodeGen tools,How GenAI Codegen tools are helping us deliver convenience quicker,Predictive ML,code generation / review,2023,https://bytes.swiggy.com/how-genai-codegen-tools-are-helping-us-deliver-convenience-quicker-133248a0c714
GitHub,Tech,Improve AI pair programmer’s understanding,How GitHub Copilot is getting better at understanding your code,Generative AI & LLM,product feature,2023,https://github.blog/2023-05-17-how-github-copilot-is-getting-better-at-understanding-your-code/
GitHub,Tech,Use cases for AI pair programmer,4 ways GitHub engineers use GitHub Copilot,Predictive ML,code generation / review,2023,https://github.blog/2024-04-09-4-ways-github-engineers-use-github-copilot/
Wayfair,E-commerce and retail,Detect fraud with embeddings,Introducing Melange: A Customer Journey Embedding System for Improving Fraud and Policy Abuse Detection,Predictive ML,fraud detection,2023,https://www.aboutwayfair.com/careers/tech-blog/introducing-melange-a-customer-journey-embedding-system-for-improving-fraud-and-scam-detection
Stitch Fix,E-commerce and retail,Generate ad headlines,A New Era of Creativity: Expert-in-the-loop Generative AI at Stitch Fix,Generative AI & LLM,product feature,2023,https://multithreaded.stitchfix.com/blog/2023/03/06/expert-in-the-loop-generative-ai-at-stitch-fix/
Grammarly,Tech,Instruction-tuned LLM for text editing,CoEdIT: State-of-the-Art Text Editing With Fewer Parameters,Generative AI & LLM,product feature,2023,https://www.grammarly.com/blog/engineering/coedit-text-editing/
Airbnb,"Travel,E-commerce and retail",Improve travel search experience ,Building Airbnb Categories with ML & Human in the Loop,Predictive ML,search,2023,https://medium.com/airbnb-engineering/building-airbnb-categories-with-ml-human-in-the-loop-35b78a837725
Lifen,Tech,Explain NLP predictions,Visual Explainable NLP @ Lifen,NLP,ops,2023,https://medium.com/lifen-engineering/visual-explainable-nlp-lifen-4d4dd5007205
Uber,Delivery and mobility,Detect issues and anomalies in internal systems,uVitals – An Anomaly Detection & Alerting System,Predictive ML,data analytics,2023,https://www.uber.com/en-GB/blog/uvitals-an-anomaly-detection-alerting-system/ 
Uber,Delivery and mobility,Forecast demand for airport rides,Demand and ETR Forecasting at Airports,Predictive ML,demand forecasting,2023,https://www.uber.com/en-GB/blog/demand-and-etr-forecasting-at-airports/
Stripe,Fintech and banking,Prevent fraudelent transactions,How we built it: Stripe Radar,Predictive ML,fraud detection,2023,https://stripe.com/blog/how-we-built-it-stripe-radar
Monzo,Fintech and banking,Detect patterns in text data,Using topic modelling to understand customer saving goals,NLP,item classification,2023,https://medium.com/data-monzo/using-topic-modelling-to-understand-customer-saving-goals-2bb06f00ce2d
Dropbox,Tech,Calculate expected revenue for subscription business,Accelerating our A/B experiments with machine learning,Predictive ML,data analytics,2023,https://dropbox.tech/machine-learning/accelerating-our-a-b-experiments-with-machine-learning-xr
Dropbox,Tech,Organize files in folders,Putting everything in its right place with ML-powered file organization,Predictive ML,product feature,2023,https://dropbox.tech/machine-learning/smart-move-ml-ai-file-organization-automation
Roblox,Gaming,Increase the efficiency of data joins,How Roblox Reduces Spark Join Query Costs With Machine Learning Optimized Bloom Filters,Predictive ML,ops,2023,https://corp.roblox.com/newsroom/2023/11/roblox-reduces-spark-join-query-costs-machine-learning-optimized-bloom-filters
Wayfair,E-commerce and retail,Predict new product’s sales potential,How Wayfair uses “Predicted Winners” Models to Accelerate Success for New Products,Predictive ML,demand forecasting,2023,https://www.aboutwayfair.com/careers/tech-blog/how-wayfair-uses-predicted-winners-models-to-accelerate-success-for-new-products
Dropbox,Tech,Prevent injection attacks on LLMs,Dont you (forget NLP): Prompt injection with control characters in ChatGPT,Generative AI & LLM,software ops,2023,https://dropbox.tech/machine-learning/prompt-injection-with-control-characters-openai-chatgpt-llm
Airbnb,"Travel,E-commerce and retail",Extract information from unstructured text data,Wisdom of Unstructured Data: Building Airbnb’s Listing Knowledge from Big Text Data,NLP,"item classification,search",2023,https://medium.com/airbnb-engineering/wisdom-of-unstructured-data-building-airbnbs-listing-knowledge-from-big-text-data-7c533466a63c
Snap,Social platforms,Personalize recommendations based on user interests,Embedding-based Retrieval with Two-Tower Models in Spotlight,Predictive ML,recommender system,2023,https://eng.snap.com/embedding-based-retrieval
Etsy,E-commerce and retail,Recommend relevant marketplace items,How We Built a Multi-Task Canonical Ranker for Recommendations at Etsy,Predictive ML,recommender system,2023,https://www.etsy.com/uk/codeascraft/how-we-built-a-multi-task-canonical-ranker-for-recommendations-at-etsy
Airbnb,"Travel,E-commerce and retail",Identify user interests,Prioritizing Home Attributes Based on Guest Interest,NLP,"item classification,search",2023,https://medium.com/airbnb-engineering/prioritizing-home-attributes-based-on-guest-interest-3c49b827e51a
Airbnb,"Travel,E-commerce and retail",Personalized listing search,Learning To Rank Diversely,Predictive ML,search,2023,https://medium.com/airbnb-engineering/learning-to-rank-diversely-add6b1929621
Picnic,Delivery and mobility,Forecast demand for perishable products,Running demand forecasting machine learning models at scale,Predictive ML,demand forecasting,2023,https://blog.picnic.nl/running-demand-forecasting-machine-learning-models-at-scale-bd058c9d4aa7
Delivery Hero,Delivery and mobility,Match inventory with competitors' products,Semantic Product Matching,Generative AI & LLM,data analytics,2023,https://tech.deliveryhero.com/semantic-product-matching/
Honeycomb,Tech,Generate queries with natural language,All the Hard Stuff Nobody Talks About when Building Products with LLMs,Generative AI & LLM,product feature,2023,https://www.honeycomb.io/blog/hard-stuff-nobody-talks-about-llm
GitHub,Tech,Generate code and code suggestions,Inside GitHub: Working with the LLMs behind GitHub Copilot,Generative AI & LLM,product feature,2023,https://github.blog/2023-05-17-inside-github-working-with-the-llms-behind-github-copilot/
Apple,Tech,Create a synthesized voice,Advancing Speech Accessibility with Personal Voice,Predictive ML,product feature,2023,https://machinelearning.apple.com/research/personal-voice
Stitch Fix,E-commerce and retail,Debug personalized search system,Ariadne: building a custom observability UI for personalized search,Predictive ML,"search,ops",2023,https://multithreaded.stitchfix.com/blog/2023/06/13/ariadne-observability-ui-for-search/
Microsoft,Tech,Diagnose production incidents with LLM,Large-language models for automatic cloud incident management,Generative AI & LLM,software ops,2023,https://www.microsoft.com/en-us/research/blog/large-language-models-for-automatic-cloud-incident-management/
Zillow,E-commerce and retail,De-noise data in the housing market,Imputing Data for the Zestimate,Predictive ML,data analytics,2023,https://www.zillow.com/tech/imputing-data-for-the-zestimate/
Linkedin,Social platforms,Select best payment gateway,Improving the customer’s experience via ML-driven payment routing,Predictive ML,"product feature,ops",2023,https://engineering.linkedin.com/blog/2023/improving-the-customer-s-experience-via-ml-driven-payment-routin
Yelp,Social platforms,Organize e-commerce content using embeddings,Yelp Content As Embeddings,CV,item classification,2023,https://engineeringblog.yelp.com/2023/04/yelp-content-as-embeddings.html
Expedia,"Travel,E-commerce and retail",Improve traveler recommendations,Candidate Generation Using a Two Tower Approach With Expedia Group Traveler Data,Predictive ML,recommender system,2023,https://medium.com/expedia-group-tech/candidate-generation-using-a-two-tower-approach-with-expedia-group-traveler-data-ca6a0dcab83e
Uber,Delivery and mobility,Simulate changes to ads system,Accelerating Advertising Optimization: Unleashing the Power of Ads Simulation,Predictive ML,ad ranking / targeting,2023,https://www.uber.com/en-SG/blog/unleashing-the-power-of-ads-simulation/?uclick_id=92508acc-3a86-4fcc-bc5f-ba1799e3055e
Shopify,E-commerce and retail,Identify data points for sampled success metrics,Monte Carlo Simulations: Separating Signal from Noise in Sampled Success Metrics,Predictive ML,data analytics,2023,https://shopify.engineering/monte-carlo-simulations-sampled-success-metrics
Honeycomb,Tech,Help users write data queries,So We Shipped an AI Product. Did it Work?,Generative AI & LLM,product feature,2023,https://www.honeycomb.io/blog/we-shipped-ai-product
Instacart,Delivery and mobility,Optimize ad rankings ,One model to serve them all,Predictive ML,ad ranking / targeting,2023,https://tech.instacart.com/one-model-to-serve-them-all-0eb6bf60b00d
Zalando,E-commerce and retail,Forecast demand in fashion e-commerce,Deep Learning based Forecasting: a case study from the online fashion industry,Predictive ML,demand forecasting,2023,https://arxiv.org/abs/2305.14406
Zillow,E-commerce and retail,Estimate the house market value,Building the Neural Zestimate,Predictive ML,pricing,2023,https://www.zillow.com/tech/building-the-neural-zestimate/
Guardian,Media and streaming,Matching text quotes with sources,Who said what: using machine learning to correctly attribute quotes,NLP,"ops,product feature",2023,https://www.theguardian.com/info/2023/nov/21/who-said-what-using-machine-learning-to-correctly-attribute-quotes
Wayfair,E-commerce and retail,Predict delivery times,Delivery-Date Prediction,Predictive ML,ETA prediction,2023,https://www.aboutwayfair.com/careers/tech-blog/delivery-date-prediction
Monzo,Fintech and banking,Select relevant marketing messages ,Optimising marketing messages for Monzo users,Predictive ML,"causality,content personalization",2023,https://medium.com/data-monzo/optimising-marketing-messages-for-monzo-users-3fe805f24572
Foodpanda,Delivery and mobility,Optimize menu sorting order,Menu Ranking,Predictive ML,content personalization,2023,https://medium.com/foodpanda-data/menu-ranking-422ad21f381e
Wayfair,E-commerce and retail,Identify business customers,Hamlet: Wayfair's ML Approach to Identifying Business Shopper,Predictive ML,lead scoring,2023,https://www.aboutwayfair.com/careers/tech-blog/hamlet
Spotify,Media and streaming,Automatically generate ad content,How We Automated Content Marketing to Acquire Users at Scale,Predictive ML,"ad ranking / targeting,content personalization",2023,https://engineering.atspotify.com/2023/11/how-we-automated-content-marketing-to-acquire-users-at-scale/
Spotify,Media and streaming,Target in-app messaging,Experimenting with Machine Learning to Target In-App Messaging,Predictive ML,"content personalization,product feature",2023,https://engineering.atspotify.com/2023/06/experimenting-with-machine-learning-to-target-in-app-messaging/
Instacart,Delivery and mobility,Predict grocery item availability,How Instacart’s Item Availability Evolved Over the Pandemic,Predictive ML,demand forecasting,2023,https://www.instacart.com/company/how-its-made/how-instacarts-item-availability-evolved-over-the-pandemic/
Linkedin,Social platforms,Show relevant jobs in search,How LinkedIn Is Using Embeddings to Up Its Match Game for Job Seekers,Predictive ML,"search,HR tasks",2023,https://engineering.linkedin.com/blog/2023/how-linkedin-is-using-embeddings-to-up-its-match-game-for-job-se
Linkedin,Social platforms,Personalize the homepage feed,Enhancing homepage feed relevance by harnessing the power of large corpus sparse ID embeddings,Predictive ML,content personalization,2023,https://engineering.linkedin.com/blog/2023/enhancing-homepage-feed-relevance-by-harnessing-the-power-of-lar
Grab,Delivery and mobility,Automatically tag sensitive data,LLM-powered data classification for data entities at scale,Generative AI & LLM,"data analytics,ops",2023,https://engineering.grab.com/llm-powered-data-classification
New York Times,Media and streaming,Recommend recipes to readers,How The New York Times Cooking Team Makes Personalized Recipe Recommendations,Predictive ML,recommender system,2023,https://open.nytimes.com/how-the-new-york-times-cooking-team-makes-personalized-recipe-recommendations-7b86df9b22ec
Doordash,Delivery and mobility,Accurately forecast demand during holidays,How DoorDash Improves Holiday Predictions via Cascade ML Approach,Predictive ML,demand forecasting,2023,https://doordash.engineering/2023/08/31/how-doordash-improves-holiday-predictions-via-cascade-ml-approach/
